Product,Website,Taxonomy,Level 2 (from Taxonomy),Level 3 (from Taxonomy),Tags,Compatible With,Description
DEEPMIRROR,https://www.deepmirror.com/,Software,Development,VR/XR/AR,"AR,Collaboration,3D",,"As the creator of a metaverse cosmic space infrastructure, DeepMirror relies on spatial computing technology and integrates a set of core technologies, such as high-precision 3D detection and tracking, 3D semantic segmentation and understanding, real-time positioning and mapping, as well as edge computing, etc., to build a 1:1 scale 3D mirror world infrastructure on the earth, to implement large-scale MMO games or social applications in the real world as the playing field, applied to core mobile terminals such as intelligent vehicles, smart phones and smart glasses and other mobile devices"
Niantic Lightship,https://lightship.dev/,Software,Development,VR/XR/AR,"SDK,AR",,"Lightship gives you the tools to create real-world AR experiences that inspire people to explore the world, together."
spheron,https://www.spheron-vr.de/,Software,Development,VR/XR/AR,"VR,Hardware,3D,Camera",,"At Spheron, we’re passionate about finding out. Our mission is to relentlessly pursue a path of curiousity and innovation, and to be a driving force towards a truly immersive 3D experience and genuine virtuality. Our long-term collaborative connection to clients in the industry and our deep knowledge of their needs help us to create extraordinary bespoke solutions."
ILLUMIX,https://www.illumix.com/,Software,Development,VR/XR/AR,"AR,Infrastructure",,"Illumix Augmented Reality (AR) infrastructure powers the most stunning AR experiences for entertainment venues, marketing campaigns, and digital experiences"
zapworks - MATTERCRAFT,https://zap.works/mattercraft/,Software,Development,VR/XR/AR,"3D,Web,AR,VR,WebXR",,"A brand new creative tool for building rich 3D experiences for the web, including AR, VR and WebXR."
NEON,https://www.neonpay.com/,Software,Finance,Commerce & WebShops,"Web Shops,Checkout,Payments",,"Neon’s customizable webshops and checkout let you keep more revenue by selling directly to players, without dealing with the complexity or overhead."
appcharge,https://appcharge.com/,Software,Finance,Commerce & WebShops,"Commerce,Web Shops,Monetisation",,"Increase your net revenue with a direct
to consumer mobile first web store."
Multiscription,https://www.multiscription.com/,Software,Finance,Commerce & WebShops,"Subscriptions,Cross-Game,Retention,Revenue",,"Multiscription offers a free, cross-game subscription tool designed to enhance retention and revenue in your mobile games. Acting as an extension of your team, we also provide operations and maintenance services to ensure
compliance and maximize revenue potential."
Aghanim,https://aghanim.com/,Software,Finance,Commerce & WebShops,"Segmentation,Payments,Fraud",,"We help game developers achieve financial and creative independence by providing the solutions they need to launch, run, and grow their businesses."
LINQ,https://linq.gg/,Software,Finance,Commerce & WebShops,"Payments,Web Shops,Commerce",,Real cash prizes running natively in your mobile game.
MISTPLAY,https://www.mistplay.com/,Software,Finance,Commerce & WebShops,"Loyalty & Rewards,Mobile",,Millions of players engage with Mistplay to discover new games and get rewarded while playing.
DUBIT,https://www.dubit.io/,Software,Finance,Commerce & WebShops,"Retail,Loyalty & Rewards",,"Rewards, Retail & Reach. Gamer Retail, Rewards, and other services."
Stash,https://dev.stash.gg/,Software,Finance,Commerce & WebShops,"D2C,Web Shops,Monetisation",,Scaling games profitably is harder than ever. Take out the middlemen with Stash's suite of direct-to-consumer tools for game developers
Sightline Payments,https://sightlinepayments.com/,Software,Finance,Payments,"iGaming,Payments,Casino",,"With a single API call you can dynamically spin up and down rooms and continuously push updates to your build with zero-downtime. You also get server logs, system metrics, and DDoS protections out of the box."
CODA Payments,https://www.codapayments.com/,Software,Finance,Payments,"Web Shops,Payments,API",,"Built with over a decade of proven innovation and implementation, our user-friendly integration allows partners to process payments with best-in-class security and robust compliance practices. With seamless user experience, comprehensive data analytics, and global coverage, Codapay empowers businesses to expand their reach and optimize their payment processes."
FastSpring,https://fastspring.com/solutions/gaming/,Software,Finance,Payments,"Payments,In-Game,API",,"Collect direct-to-consumer payments for your video games and in-game purchases, enjoy many of the benefits of selling on a game marketplace, and pay a fraction of the cost!"
Fungies,https://fungies.io/features-game-developers/,Software,Finance,Payments,"Web Shops,Payments,Digital Goods",,"As a Merchant of Record, we handle everything from payments to tax compliance. Tailored for SaaS developers, Game Developers and Digital Products Sellers."
TERMINAL3,https://www.terminal3.com/,Software,Finance,Payments,Payments,,"Paymentwall was born in San Francisco, CA as a startup. We were born global. We always had diverse team members coming from all nations and we also had an office in Kyiv, Ukraine.

Paymentwall initially served game companies on the Facebook platform by providing them with Payment solutions in ""exotic"" locations such as South East Asia.

We became the first partners of many local payment companies in the world such as:

Alipay and WeChat Pay in China.
MercadoPago and PagSeguro in Brazil.
All began expanding their reach to the games space and enabling users in these regions to make payments to the games."
Tipalti,https://tipalti.com/,Software,Finance,Payments,Payments,,"We care about your growth as much as you do. At Tipalti, we believe that finance teams can only truly innovate when they are freed from the repetitive, mundane tasks that get in the way of scaling to the next level, influencing the business’ direction, and recruiting the best talent.

Our team—and the technology behind it—works to modernize your finance operations so your business can reach its full potential. That’s why we named our company Tipalti from a powerful Hebrew expression to tell them: We Handled It.℠"
Xsolla,https://xsolla.com/,Software,Finance,Payments,"Web Shops,Payments,Commerce,Mobile,SDK",,"Xsolla Mobile SDK allows in-game payment integration via Pay Station while supporting out-of-store builds, in-store processing, and 700+ global payment methods."
nuvei,https://www.nuvei.com/use-cases/online-gaming,Software,Finance,Payments,"iGaming,Payments",,"From global card acquiring and FX solutions to streamlined deposits and faster payouts on a single platform, we've revolutionized online gaming payment solutions."
Paysafe,https://www.paysafe.com/gb-en/video-gaming/,Software,Finance,Payments,Payments,,Deliver seamless transactions for all your players with our industry-leading capabilities.
Rapyd,https://www.rapyd.net/solutions/industries/gaming/,Software,Finance,Payments,"iGaming,Payments,Gaming,Global",,"Rapyd is the directly licensed card acquirer that can quickly onboard online gaming and igaming companies, improve authorisation rates and enable global transactions.

Card Acquiring: Accept Visa and Mastercard with higher authorisation rates and built-in fraud protection.

Global Coverage: Let players pay with Visa, Mastercard, and 900+ alternative payment methods worldwide.

Card Payouts: Pay out winnings to gamers instantly 24/7 and keep more players playing.

Multi-Currency Business Accounts:  Create accounts, no bank required. Receive funds and make payouts."
GADSME,https://www.gadsme.com/,Software,LiveOps,Adtech,"Ads,Publishers,Advertisers",,The most advanced in-game global advertising platform designed for the gaming and e‑sports industries.
Anzu,https://www.anzu.io/,Software,LiveOps,Adtech,"In-Game,Ads",,"Anzu works to help developers integrate and optimize intrinsic in-game ads that become part of the gameplay and respect the user experience in their titles.

This provides mobile game developers with an additional revenue stream and console, PC, and gaming metaverse developers with a new significant and reliable monetization channel.

"
BIGO Ads,https://www.adsbigo.com/,Software,LiveOps,Adtech,"Ads,Mobile,Marketing",,"BIGO Ads, an advertising platform that provides global mobile marketing solutions."
Flat Ads,https://www.flat-ads.com/,Software,LiveOps,Adtech,"Ads,Marketing",,"We help advertisers achieve their marketing goals with high-quality traffic and advanced algorithms, while providing publishers with solutions to maximize their profits."
inmobi,https://www.inmobi.com/,Software,LiveOps,Adtech,"Advertisers,Mobile",,Our cutting-edge mobile ads platform enables advertisers and publishers to drive real connections with their audiences and unlock new opportunities for growth.
Viant,https://www.viantinc.com/solutions/industry/gaming/,Software,LiveOps,Adtech,"AI,Advertisers,Ads",,"As audiences expand and game content becomes more elaborate, Viant helps brands deterministically reach their target audiences through captivating environments and measure the impact of their digital advertising."
MOLOCO,https://www.moloco.com/,Software,LiveOps,Adtech,"SDK,Ads,AI",,"Machine learning-powered performance advertising solutions
"
uplifted,https://www.uplifted.ai/,Software,LiveOps,Adtech,"UGC,Ads,Content Creation",,"Uplifted is the only platform providing seamless UGC video ad creation and AI-native digital asset management designed for marketers, creative, and performance teams."
FRAMEPLAY,https://frameplay.com/,Software,LiveOps,Adtech,"Ads,Personalisation",,"The modern chapter of immersive, targeted brand campaigns at a fraction of the cost of traditional advertising, with the world’s most engaged audiences."
AppLovin,https://www.applovin.com/,Software,LiveOps,Adtech,"Marketing,Ads,Analytics",,"AppLovin creates meaningful connections by empowering your business to bring ideas, products, and content to your ideal customers."
Anonym,https://www.anonymco.com/,Software,LiveOps,Adtech,"Privacy,Ads,Intelligence",,Anonym enables algorithms for driving and measuring ad performance. Always secure. Always private.
Dataseat,https://dataseat.com/,Software,LiveOps,Adtech,"Ads,Privacy,Analytics",,"Dataseat was created by ad-tech veterans who wanted to solve some of the biggest challenges in the industry: giving app developers and agencies the tools to leverage programmatic in the privacy-first world, with complete control and transparency into campaigns and financials."
playgap,https://playgap.io/,Software,LiveOps,Adtech,"Offline,Ads,SDK,Monetisation",,"With a single SDK, monetise your offline gameplay, your online ad fails and unfilled inventory. Drive your users back online to increase your revenue. Maximise your game's potential with our innovative technology."
LAYER,https://www.layerlicensing.com/,Software,LiveOps,Adtech,"IP,Licensing",,"Get matched with brands you love, and secure the rights in days, not months. Less waiting, more developing."
Adjust,https://www.adjust.com/solutions/pc-console/,Software,LiveOps,Adtech,"Analytics,Ads,Cross-Platform",,Unlock new revenue opportunities with cross-device and cross-channel measurement.
Mintegral,https://www.mintegral.com/en,Software,LiveOps,Adtech,"Data-Driven,Ads,Platform,Mobile",,"We are a data-driven, programmatic, and interactive
advertising platform dedicated to helping clients bridge
the gap among the world’s most valuable markets.

As a leading global mobile ad platform with an in-depth
understanding of local markets, we provide a one-stop
mobile advertising solution to help you overcome cross-
regional challenges and grow your app on a global scale."
AdInMo,https://www.adinmo.com/,Software,LiveOps,Adtech,"SDK,Monetisation,In-Game,Ads",,"AdInMo was founded in 2017 in the home of games development Austin, Texas with one clear ambition: to make the advertising in games less sh*t…! In late 2019, we set up our HQ in Edinburgh, Scotland, the data capital of Europe to unlock the true potential of personalized in-game advertising for players, developers and advertisers alike. Today, Team AdInMo is a fully distributed global team committed to always follow three guiding principles to make InGamePlay a great experience for everyone."
tappx,https://www.tappx.com/,Software,LiveOps,Adtech,"Monetisation,Growth",,"Tappx is an AdTech firm that offers innovative app monetization, user acquisition, and advertising solutions for mobile publishers, app developers and advertisers."
singular,https://www.singular.net/gaming/,Software,LiveOps,Adtech,"Analytics,Ads,Privacy,Insights",,Level up your user acquisition and monetization with next-gen attribution and analytics.
Chartboost,https://www.chartboost.com/,Software,LiveOps,Adtech,"Ads,UA,Monetisation",,A mobile programmatic advertising platform built by top game developers to make your user acquisition and monetization goals a reality.
ADINPLAY,https://adinplay.com/,Software,LiveOps,Adtech,"Ads,Monetisation,Revenue,Browser",,AdinPlay helps browser game publishers optimize ad performance and maximize revenue with customized creative across a range of formats from reward video to skins and takeovers.
Superscale SuperPlatform,https://superscale.com/superinsights-analytics/,Software,LiveOps,Analytics,"Analytics,AI,ETL,Financial Analytics",,"SuperPlatform is the only platform able to understand and unlock hidden profit potential across a large portfolio of games. It offers a flexible and easily implementable data infrastructure that provides unified, actionable AI-powered insights—scalable and consistent across entire game portfolios. SuperPlatform enables business decisions with comprehensive modules for financial, game, and user acquisition analytics, whether for individual games or aggregated at the portfolio level."
Airbridge,https://www.airbridge.io/,Software,LiveOps,Analytics,"Analytics,UA,In-Game,Events",,"From UA performance to in-game events, measure the impact of your ads and analyze user engagement across all gaming platforms and devices."
Appsflyer,https://www.appsflyer.com/solutions/games/,Software,LiveOps,Analytics,"UA,Analytics,Ads",,"Acquire, retain, and engage high-value players while increasing ROI and maximizing your marketing budget when you run campaigns across gaming platforms."
databricks,https://www.databricks.com/solutions/industries/gaming,Software,LiveOps,Analytics,"AI,Analytics,Engagement,Intelligence",,"Gaming’s first unified platform brings the power of AI to your data and people, so you can deliver AI’s potential to your gamers."
Telescope Labs,https://www.telescopelabs.io/gaming,Software,LiveOps,Analytics,"Analytics,Onboarding,Monetisation",,"Telescope Labs makes it easier to understand your player behavior and find hotspots in your retention, onboarding and monetisation."
incrmntal,https://www.incrmntal.com/solutions/gaming,Software,LiveOps,Analytics,"Analytics,Marketing",,"Eliminating the bias, by using technology to measure the incremental value ad spend has over performance. We are giving an unprecedented advantage and solution to advertisers. "
SUPERSONIC,https://supersonic.com/,Software,LiveOps,Analytics,"Analytics,Intelligence,LiveOps",Unity,"Get a full picture of all your game data in one, fully-customizable dashboard with our All games page. View your games by testing phase at a glance or see an aggregate of your data by the KPIs that matter to you (there are +30 to choose from), broken down by channel and cohort periods."
devtodev,https://www.devtodev.com/,Software,LiveOps,Analytics,"Analytics,Experimentation",,"devtodev is a comprehensive solution that delivers data-driven insights for your games and apps. Concentrate on creating great product experiences, and devtodev will take care of the analytics."
MAD CURVE,https://madcurve.com/,Software,LiveOps,Analytics,"Analytics,Prediction,Marketing,AI",,"We collect data, calculate metrics, predict revenue, and prepare all business and marketing reports, empowering your decision-making with AI insights."
Tenjin,https://tenjin.com/,Software,LiveOps,Analytics,"Analytics,Privacy,Ads",,"Free to start, pay-as-you-grow advertising measurement for a privacy-first world."
Segwise,https://www.segwise.ai/,Software,LiveOps,Analytics,"Analytics,Insights,User Behaviour",,Automatic monitoring of campaign data with instant insights on what campaigns and creatives need your attention everyday.
Audiomob,https://audiomob.com/,Software,LiveOps,Audio Ads,"Audio,Ads,In-Game",,Audiomob allows brands and artists to connect with audiences in-game with audio ads. We keep gamers playing without disruption.
odeeo,https://odeeo.io/,Software,LiveOps,Audio Ads,"Audio,Ads","Android,iOS,Unity","In-Game Audio Ads are a revolutionary leap forward for publishers. For the first time, you can meaningfully monetize play time, not only breaks in the game."
Athlos,https://athlos.gg/,Software,LiveOps,Competitive Play,"SDK,Tournaments,API,UI",Unity,"Athlos automates scalable tournaments so you can leverage the power of organised competition to engage, retain, and monetise your player base."
Battlefy,https://battlefy.com/,Software,LiveOps,Competitive Play,"Platform,Esports,Tournaments",,Battlefy is an esports league tournament creation and management software that supports tournaments of any size and complexity for any game.
Faceit,https://www.faceit.com/en,Software,LiveOps,Competitive Play,"Esports,Platform,Tournaments",,"FACEIT is an esports platform founded in London in 2012. The company has administered leagues for games such as Counter-Strike 2, League of Legends, Rocket League, Tom Clancy's Rainbow Six Siege, Dota 2 and Team Fortress 2."
Toornament,https://www.toornament.com/en_GB/,Software,LiveOps,Competitive Play,"Tournaments,API",,"Toornament is a suite of powerful tools for organizers, agencies, studios and publishers to manage and showcase their tournaments."
Challonge,https://challonge.com/,Software,LiveOps,Competitive Play,"Tournaments,API,DevKit",,"Challonge is a tournament management software that allows users to create and host tournaments for a variety of games, activities, and player sizes. Challonge offers a variety of tournament formats, including single and double elimination, round robin, Swiss, and free for all. It also has a prediction system that can be used to run March Madness-style prediction contests."
Start.gg,https://www.start.gg/,Software,LiveOps,Competitive Play,"Free,Platform,Esports",,"Start.gg is a free platform that helps esports communities create, discover, and engage with each other through tournaments, leagues, and other events"
Tournament SDK,https://tournament-sdk.com/,Software,LiveOps,Competitive Play,"SDK,Tournaments","Unity,Unreal","Engage your community, boost retention, and discover new monetization opportunities with real-time tournaments."
GRID,https://grid.gg/,Software,LiveOps,Competitive Play,"Data,Platform,Esports,In-Game",,"Unlock the potential of your in-game data with the 360 in-game Data Solutions for game publishers, tournament organizers, data consumers, and community on the GRID Data Platform."
Skillz,https://www.skillz.com/,Software,LiveOps,Competitive Play,Social & Competitive Features,,Skillz empowers developers to monetize their games through skill-based competition.
Userwise,https://userwise.io/,Software,LiveOps,"Core (UA, Engagement, Retention)","Analytics,Events,Offers",,"UserWise is a Player Experience Management Platform. UserWise allows game developers to easily update events, build offers, target players, and measure the results."
CleverTap,https://clevertap.com/gaming/,Software,LiveOps,"Core (UA, Engagement, Retention)","UA,Engagement,Analytics,Monetisation,Personalisation",,CleverTap is a California-based SaaS company that offers customer lifecycle management and mobile marketing services.
Mobvista,https://www.mobvista.com/en/,Software,LiveOps,"Core (UA, Engagement, Retention)","Ads,Engagement,UA",Mobile,"Mobvista delivers the technology that drives app businesses towards global growth. Our suite of software is powered by advanced machine learning and supports every phase of the user journey. We provide meaningful user engagement, make user acquisition efficient, and maximize the revenue potential of your app."
PubNub,https://www.pubnub.com/solutions/gaming/,Software,LiveOps,"Core (UA, Engagement, Retention)","Engagement,Retention,Real-time",,"At the top of that list is the studio’s ability to build an entertaining gaming world and an engaging gaming community for all skill levels.

There are also the issues of real-time data synchronization, low-latency communication, and scalable infrastructure. Ensuring seamless multiplayer experiences, managing massive concurrent connections, and maintaining reliable cross-platform interactions are critical.

Handling these demands efficiently is essential for delivering engaging, uninterrupted gameplay and keeping players satisfied and immersed in the gaming world."
ironSource,https://www.is.com/,Software,LiveOps,"Core (UA, Engagement, Retention)","SDK,Monetisation,Engagement,Retention,Marketing",Unity,Our platform lets you focus on what you do best – creating great apps and user experiences – while we take care of the rest
Assetario,https://www.assetario.com/,Software,LiveOps,"Core (UA, Engagement, Retention)","Personalisation,Monetisation,ML,AI",,Deliver personalized offers to your users by leveraging our AI-powered Platform as a Service for the most important monetization use cases.
Heroic Labs - Satori,https://heroiclabs.com/satori/,Software,LiveOps,"Core (UA, Engagement, Retention)","Experimentation,Events,Analytics",,"Experiments, live events, feature flags, and analytics engine for game studios and publishers."
Balancy,https://balancy.co/,Software,LiveOps,"Core (UA, Engagement, Retention)","Monetisation,LiveOps,Real-time",,"Control game settings in real time, monetize with smart offers, and scale LiveOps to boost LTV. Start with a worry-free plan at just $0/month."
Golden Whale,https://www.goldenwhale.com/,Software,LiveOps,"Core (UA, Engagement, Retention)","ML,Retention,Gameplay,Engagement",,"Dynamically balancing features, engaging each player based on their individual preferences at the right point in time, optimized continuously. These multidimensional problems can only be effectively solved by the highly specific use of machine learning methods. "
BidShake,https://www.bidshake.com/,Software,LiveOps,"Core (UA, Engagement, Retention)","UA,Automation,Platform,Data",,"Save time, gain clarity, and maximize performance with unified, multi-channel UA management powered by data from all of your sources."
ggwp,https://www.ggwp.com/,Software,LiveOps,Moderation,"AI ,Moderation",, 
Modulate,https://www.modulate.ai/,Software,LiveOps,Moderation,"AI,Moderation,Voice",,Building the next generation of data-driven and machine learning-enabled gaming infrastructure – safe and sustainable
checkstep,https://www.checkstep.com/industries/gaming/,Software,LiveOps,Moderation,"Moderation,Safety,Content",, 
Sanlo,Sanlo.io ,Software,LiveOps,Monetisation,"Payments,Web Shops,Marketing",,Our technology layer seamlessly connects with your existing platform and elevates your product’s engagement to the next level.
Pubscale,https://pubscale.com/,Software,LiveOps,Monetisation,"Ads,Offerwall,SDK",,PubScale is a platform that helps mobile app and game publishers monetize and acquire users.
irdeto,https://irdeto.com/,Software,LiveOps,Safety & Anti-cheat,"Cross-Platform,Anti-Cheat,Anti-Piracy",,"The global #1 Games Protection and Anti-Piracy technology helping game publishers and developers to secure PC, console and mobile games."
anybrain,https://anybrain.gg/,Software,LiveOps,Safety & Anti-cheat,"Anti-Cheat,AI,Cross-Game,Cross-Platform",,"Anybrain is a platform created to protect gamers from toxic behaviors such as frauds, hacks, cheats in multiplayer games and esports events. Our mission is to secure online gaming and provide a fair environment for all gamers."
Sard,https://www.sard.ac/,Software,LiveOps,Safety & Anti-cheat,"Anti-Cheat,Multiplayer Services",,SARD Anti-Cheat introduces a winning formula against hacking and cheating in multiplayer games that keeps the game on and the cheats off.
Arkose Labs,https://www.arkoselabs.com/industries/online-gambling-igaming/,Software,LiveOps,Safety & Anti-cheat,"Bots,Security,Monitoring,iGaming,Gambling",,"Arkose Labs is the leader in bot management, providing advanced and automated protection against the online attacks targeting today's online gambling and igaming companies. Our proprietary platform detects malicious activity in real-time, enabling businesses to take immediate action and address risk.

We protect against account takeovers (ATOs), credential stuffing, and application-level attacks. Our solution also provides an additional layer of security by monitoring suspicious user behavior and alerting administrators of any questionable activity. With our comprehensive protection, businesses can enjoy peace of mind knowing that their systems are secure."
Sift,https://sift.com/solutions/igaming,Software,LiveOps,Safety & Anti-cheat,"iGaming,Fraud,Monitoring,Gambling",,Transform fraud prevention into a competitive advantage for superior player experiences.
NumberEight,https://numbereight.ai/,Software,LiveOps,Safety & Anti-cheat,"ID,AI,User Behaviour",,"Use AI-based behavioral intelligence to increase ad revenue by 15%. No compromise on scale, geo or privacy compliance."
PlaySafeID,https://playsafeid.com/,Software,LiveOps,Safety & Anti-cheat,"ID,Anti-Cheat,Security",,"The issue with gaming is a lack of accountability. There’s nothing preventing cheaters or bad-actors from getting caught and coming back in with a new account.

PlaySafe ID has created that accountability. Anyone caught using software or hardware to gain an unfair advantage over other players, or being inappropriate to children, is blacklisted forever across all PlaySafe ID Protected games."
Skyforce,https://skyforce.ac/,Software,LiveOps,Safety & Anti-cheat,"Anti-Cheat,Security","Unity,Unreal,Godot,Custom","With a shared background in game development and a deep understanding of cheat behavior, we've developed an innovative anti-cheat solution that uses advanced technology to detect and prevent cheats in real-time. Our goal is to help create a fair and enjoyable gaming environment for all players."
GENVID Technologies,https://genvidtech.com/,Software,LiveOps,Video & Streaming,"SDK,Engagement,Streaming",,"The Genvid MILE SDK makes MILEs possible by using data streams alongside your video, enabling rich forms of interactivity via an overlay and/or around the video itself."
muxy,https://www.muxy.io/,Software,LiveOps,Video & Streaming,"Engagement,Streaming",Twitch,"With a Muxy-enhanced Twitch Extension, Twitch viewers can directly impact a streamer’s game, influencing the course of the live stream."
INSIGHTS,https://insights.gg/,Software,LiveOps,Video & Streaming,"UGC,Video,Streaming",Windows,Video capture for players to share gameplay.
CORSAIR - iCUE,https://www.corsair.com/us/en/s/business,Software,LiveOps,Video & Streaming,"Streaming,Hardware",,The most extensive PC monitoring and RGB lighting control software available.
Spikes,https://www.spikes.studio/,Software,LiveOps,Video & Streaming,"Gen AI,Video,Editor",,Generative AI video editor that repurposes long videos exactly to your needs.
Noiz,https://noiz.gg/,Software,Marketing,Content & Creators,"Influencers,Content Creation,Marketing",,Noiz is a full service marketing platform that connects brands with influencers in gaming and entertainment.
nexus,https://www.nexus.gg/,Software,Marketing,Content & Creators,"Content Creation,Rewards",,"The Nexus Support-a-Creator Program is a creator code system for game developers and publishers, enabling them to reward and pay content creators for promoting their game and driving sales."
gamesight,https://gamesight.io/,Software,Marketing,Growth,"Data,Playtesting,GTM,Research,Influencers,Marketing",,"Gamesight empowers game companies to reach more players through a combination of data, technology, and world-class expertise."
upptic,https://upptic.com/,Software,Marketing,Growth,"Game Services,Marketing,UA,Growth,Data,Analytics",,"Our growth team drives user acquisition, creative development, data analytics, and growth strategy for the world's preeminent games companies.

We partner with you across your entire marketing funnel to profitably scale your game to massive global audiences."
fancensus,https://www.fancensus.com/,Software,Marketing,Growth,"Data,Social,Analytics,Marketing",,"Our mission is to revolutionise data in the video games industry, to empower educated decisions and increase revenue across all channels."
platyruo,https://www.playruo.com/,Software,Marketing,Growth,"Web,Browser,Trials",,"Playruo offers instant in-browser game trials.

Your games can be tested instantly
Directly in the browser
No download, no install"
OneSky,https://www.oneskyapp.com/,Software,Marketing,Localisation,Localisation,,"OneSky offers an end-to-end localization solution. Our translation management platform works with 19 file formats, allows you to order professional translations in 50+ languages,
and communicate with your translators—all on one unified platform."
Gridly,https://www.gridly.com/,Software,Marketing,Localisation,"Content Management,Localisation",,"Accelerate content updates, take command of multiple languages, and free your team from version chaos."
Twelve,https://twelvegrow.com/,Software,Marketing,Other,"Growth,Financing,Marketing",,"We give you Marketing Capital™
to scale your app, game or product.
Powered by AI. No equity."
Ludo,https://ludo.ai/,Software,Marketing,Research,"Research,Analytics,Trends",,Ludo.ai is your assistant for game research and design. 10x your productivity with a single platform that has every resource you need to design the next chart-topping game.
Solsten,https://solsten.io/,Software,Marketing,Research,"Research,Trends,Audience",,"Know exactly what resonates with any audience — and why — using the world’s most actionable consumer insights platform. Representing 3.4 billion people and growing daily, our ongoing psychological assessment takes you from analyzing past behavior to reliably predicting future actions."
apptweak,https://www.apptweak.com/en,Software,Marketing,Research,"Intelligence,Analytics,Research,Data-Driven",,App Store Marketing & Intelligence Platform Driven by Data Science
Geeklab,https://geeklab.app/,Software,Marketing,Research,"A/B Testing,App Store",,"Turn impressions into installs by A/B testing App Store, Google Play and Steam product pages, analyzing market data and surveying your audience. "
MobileAction,https://www.mobileaction.co/,Software,Marketing,Research,"Intelligence,Marketing,Ads","iOS,Android","Climb the charts on the App Store and Google Play Store and achieve global visibility with products and services for data-driven app store, ad creative and campaign optimization."
SensorTower,https://sensortower.com/solutions/gaming,Software,Marketing,Research,"Data,Intelligence,Research,Mobile",,Leverage proprietary market data to stay on the cutting edge of the most competitive category in mobile
Sparkers,https://www.sparkers.com/,Software,Marketing,Research,"Data,Intelligence,Marketing",,"Make your next move on time and with confidence. Our next generation platform collects both sales data and streaming data across the globe. At Sparkers, we provide you with the tools, services and insights needed to Spark within the Entertainment Industry!"
Persona.ly,https://persona.ly/,Software,Marketing,Research,"ML,Research,Marketing,UA,Engagement",,"Drive growth and extend your reach with our innovative data-driven solutions for the mobile marketing and market research industries.

We offer machine learning-driven user acquisition, re-engagement and market research sampling solutions."
newzoo,https://newzoo.com/,Software,Marketing,Research,"Data,Intelligence,Mobile,Analytics,Marketing",,"The top games data Platform. We provide actionable, reliable insights to make an impact with far less risk."
GameBench,https://www.gamebench.net/index.html,Software,Marketing,Research,"Intelligence,Marketing,Analytics",,"By putting gamers first, we provide unrivalled accuracy and range of performance analysis across both our tools and our services."
k-ID,https://www.k-id.com/,Software,Security & Compliance,Compliance,"Safety,Kids,Compliance",,"At k-ID, we specialize in powering safety and privacy-by-design solutions for digital platforms, focusing on creating safer, more responsible online communities for kids and teens."
Aiba,https://aiba.ai/,Software,Security & Compliance,Compliance,"Safety,Kids,Moderation,AI",,"We are an independent next generation cyber security company protecting our clients’ content and their customers. We enable safe digital lives for kids and teenagers by preventing bullying, harassment, and cyber grooming in online communities. Our AI-powered SaaS solution detects unwanted behavior in real-time, flag fake profiles and predict dangerous conversations to stop abuse before it happens."
Azarus,https://www.azarus.io/,Software,Web3,,Streaming,,"Azarus was created in 2018 to actively drive the creation of a streaming ecosystem for live events through the innovation and adoption of Web3 technology for streamers, fans, and industry participants who see the shift of fandom towards ownership, agency, and community."
Forte,https://www.forte.io/#company,Software,Web3,,"Compliance,Blockchain",,The premier on-chain compliance solution for blockchain projects.
Immutable,https://www.immutable.com/company,Software,Web3,,"NFTs,Blockchain",,"Immutable is here to make asset ownership and commerce in digital worlds real, through the power of immutable NFTs."
ProofofPlay,https://www.proofofplay.gg/,Software,Web3,,"Open Source,Blockchain",,"Proof of Play is a game studio and blockchain technology company rolled into one. We're building real, uncompromisingly fun, fully on-chain games. We believe in the power of decentralization and are open-sourcing our technology so other developers and the broader blockchain ecosystem can benefit. Our team consists of veteran game developers and entrepreneurs who have shipped games played by hundreds of millions of people and have grossed $1+ billion in revenue."
bitwave,https://www.bitwave.io/,Software,Web3,,"NFTs,Blockchain,Compliance",,"The #1 Digital Asset Finance Platform For Enterprise.

Bitwave combines audit-proven tax and accounting automation software with workflow and process expertise."
Chainsafe,https://gaming.chainsafe.io/,Software,Web3,,"Commerce,Web Shops,SDK,Walet",Unity,"ChainSafe Gaming is a complete toolkit of web3 gaming products and services for studios, developers, and players that includes our web3.unity SDK, an NFT minter, marketplaces and lootboxes."
HELIKA,https://www.helika.io/,Software,Web3,,"Analytics,UA,Marketing,LiveOps,A/B Testing",,"Helika provides industry leading solutions to help studios Build, grow, and optimize games."
nSure.ai,https://www.nsure.ai/,Software,Web3,,"Fraud,Payments",,AI Payments Fraud tooling
Sequence,https://sequence.xyz/,Software,Web3,,"Development,Platform,Monetisation",,"Onboard, monetize, grow and retain your players. Sequence is the leading platform developers use to integrate web3 into games."
Zebedee,https://zbd.gg/z/build-with-zbd,Software,Web3,,"SDK,API,Web,Commerce,Payments",,"Integrate ZBD into your game to enable Bitcoin payments, rewards, and payouts in minutes."
SUPERFINE,https://superfine.org/,Software,Web3,,"UA,Growth",,"Acquire web3-ready gamers on all ad networks.
The existing pool of web3 gamers is small. The next wave of growth will be powered by onboarding traditional gamers."
Faraway,https://faraway.com/dev-platform,Software,Web3,,"Development,Web,Platform",,"Use our suite of battle-tested cross-chain smart contracts and developer tools to build your game or power your creator economy.

"
KONGREGATE,https://www.kongregate.com/,Software,Web3,,"Development,Platform,Blockchain",,Kongregate is an open platform for all web games and a pioneering game developer in the blockchain space.
